,text_raw,text_clean,text_raw_len,vader,textblob,distilbert,multibert,roberta
10,"""Anna should have brought me my breakfast,"" said K. He tried to work
out who the man actually was, first in silence, just through
observation and by thinking about it, but the man didn't stay still to
be looked at for very long.","""anna should have brought me my breakfast,"" said k. he tried to work out who the man actually was, first in silence, just through observation and by thinking about it, but the man did not stay still to be looked at for very long.",231,0.0,0.06166666666666667,-0.9978861212730408,2,-0.9892776012420654
11,"Instead he went over to the door, opened it
slightly, and said to someone who was clearly standing immediately
behind it, ""He
wants Anna to bring him his breakfast.""","instead he went over to the door, opened it slightly, and said to someone who was clearly standing immediately behind it, ""he wants anna to bring him his breakfast.""",168,0.4019,-0.06666666666666667,0.8207084536552429,2,-0.9994985461235046
12,"There was a little laughter in
the neighbouring room, it was not clear from the sound of it whether
there were several people laughing.","there was a little laughter in the neighbouring room, it was not clear from the sound of it whether there were several people laughing.",137,0.6024,0.040625,-0.997189998626709,3,0.9039279222488403
13,"The strange man could not have
learned anything from it that he hadn't known already, but now he said
to K., as if making his report ""It is not possible.""","the strange man could not have learned anything from it that he had not known already, but now he said to k., as if making his report ""it is not possible.""",156,-0.1027,-0.025,-0.9987694025039673,2,-0.9994804263114929
14,"""It would be the
first time that's happened,"" said K., as he jumped out of bed and
quickly pulled on his trousers.","""it would be the first time that is happened,"" said k., as he jumped out of bed and quickly pulled on his trousers.",116,0.0,0.29166666666666663,0.5947645902633667,2,0.9913167953491211
15,"""I want to see who that is in the next
room, and why it is that Mrs. Grubach has let me be disturbed in this
way.""","""i want to see who that is in the next room, and why it is that mrs. grubach has let me be disturbed in this way.""",116,-0.3182,0.0,-0.7926950454711914,4,-0.9994995594024658
16,"It immediately occurred to him that he needn't have said this out
loud, and that he must to some extent have acknowledged their authority
by doing so, but that didn't seem important to him at the time.","it immediately occurred to him that he need not have said this out loud, and that he must to some extent have acknowledged their authority by doing so, but that did not seem important to him at the time.",203,-0.1872,0.25,-0.9943181872367859,2,-0.9929395914077759
17,"That, at
least, is how the stranger took it, as he said, ""Don't you think you'd
better stay where you are?""","that, at least, is how the stranger took it, as he said, ""do not you think you would better stay where you are?""",109,0.4404,0.1,-0.9864954948425293,3,-0.9978710412979126
18,"""I want neither to stay here nor to be
spoken to by you until you've introduced yourself.""","""i want neither to stay here nor to be spoken to by you until you have introduced yourself.""",91,0.0772,0.0,-0.9929466247558594,1,-0.9994925260543823
19,"""I meant it for your
own good,"" said the stranger and opened the door, this time without
being asked.","""i meant it for your own good,"" said the stranger and opened the door, this time without being asked.",103,0.4404,0.6499999999999999,0.9958803653717041,5,0.9941862225532532
20,"The next room, which K. entered more slowly than he had
intended, looked at first glance exactly the same as it had the previous
evening.","the next room, which k. entered more slowly than he had intended, looked at first glance exactly the same as it had the previous evening.",139,0.0,0.07619047619047618,0.609269917011261,3,-0.9976221919059753
21,"It was Mrs. Grubach's living room, over-filled with furniture,
tablecloths, porcelain and photographs.","it was mrs. grubach's living room, over-filled with furniture, tablecloths, porcelain and photographs.",103,0.0,0.0,-0.999678909778595,3,0.9947016835212708
22,"Perhaps there was a little more
space in there than usual today, but if so it was not immediately
obvious, especially as the main difference was the presence of a man
sitting by the open window with a book from which he now looked up.","perhaps there was a little more space in there than usual today, but if so it was not immediately obvious, especially as the main difference was the presence of a man sitting by the open window with a book from which he now looked up.",237,0.0,0.03273809523809524,-0.9963670372962952,3,-0.9981664419174194
23,"""You should have stayed in your room!",you should have stayed in your room!,37,0.0,0.0,-0.9990460276603699,5,-0.9994159936904907
24,"Didn't Franz tell you?""",did not franz tell you?,23,0.0,0.0,-0.9922419786453247,1,-0.999253511428833
25,"""And what
is it you want, then?""","""and what is it you want, then?""",33,0.0772,0.0,-0.9728168845176697,3,-0.9965136647224426
26,"said K., looking back and forth between this new
acquaintance and the one named Franz, who had remained in the doorway.","said k., looking back and forth between this new acquaintance and the one named franz, who had remained in the doorway.",120,0.0,0.06818181818181818,0.9698664546012878,4,-0.9958270788192749
27,"Through the open window he noticed the old woman again, who had come
close to the window opposite so that she could continue to see
everything.","through the open window he noticed the old woman again, who had come close to the window opposite so that she could continue to see everything.",145,0.0,0.03333333333333333,0.983975350856781,3,0.984656035900116
28,"She was showing an inquisitiveness that really made it seem
like she was going senile.",she was showing an inquisitiveness that really made it seem like she was going senile.,87,0.3612,0.2,-0.9842092990875244,1,-0.992757260799408
29,"""I want to see Mrs. Grubach ...,"" said K.,
making a movement as if tearing himself away from the two men--even
though they were standing well away from him--and wanted to go.","""i want to see mrs. grubach ...,"" said k., making a movement as if tearing himself away from the two men--even though they were standing well away from him--and wanted to go.",176,0.34,0.0,0.9790611863136292,3,-0.994472086429596
30,"""No,""
said the man at the window, who threw his book down on a coffee table
and stood up.","""no,"" said the man at the window, who threw his book down on a coffee table and stood up.",91,0.0,-0.15555555555555559,0.6101763844490051,1,-0.9989530444145203
31,"""You can't go away when you're under arrest.""","""you cannot go away when you are under arrest.""",45,-0.34,-0.05,0.9993605017662048,1,-0.9965909719467163
32,"""That's how
it seems,"" said K. ""And why am I under arrest?""","""that is how it seems,"" said k. ""and why am i under arrest?""",60,-0.34,-0.05,-0.9928565621376038,1,-0.9977428913116455
33,he then asked.,he then asked.,14,0.0,0.0,0.806358814239502,1,0.965751588344574
34,"""That's
something we're not allowed to tell you.",that is something we are not allowed to tell you.,49,0.0,0.0,-0.9625230431556702,1,-0.9994199275970459
35,"Go into your room and wait
there.",go into your room and wait there.,34,0.0,0.0,-0.994637131690979,5,-0.9991390705108643
36,"Proceedings are underway and you'll learn about everything all in
good time.",proceedings are underway and you will learn about everything all in good time.,77,0.4404,0.7,0.9998782873153687,4,0.99880051612854
37,"It's not really part of my job to be friendly towards you
like this, but I hope no-one, apart from Franz, will hear about it, and
he's been more friendly towards you than he should have been, under the
rules, himself.","it is not really part of my job to be friendly towards you like this, but i hope no-one, apart from franz, will hear about it, and he is been more friendly towards you than he should have been, under the rules, himself.",220,0.9089,0.2875,-0.9793824553489685,3,0.9951711893081665
38,"If you carry on having as much good luck as you have
been with your arresting officers then you can reckon on things going
well with you.""",if you carry on having as much good luck as you have been with your arresting officers then you can reckon on things going well with you.,140,0.7906,0.7,0.999662458896637,4,0.994955837726593
39,"K. wanted to sit down, but then he saw that, apart from
the chair by the window, there was nowhere anywhere in the room where he
could sit.","k. wanted to sit down, but then he saw that, apart from the chair by the window, there was nowhere anywhere in the room where he could sit.",141,0.0,-0.15555555555555559,-0.9996561408042908,2,-0.9994522333145142
40,"""You'll get the chance to see for yourself how true all this
is,"" said Franz and both men then walked up to K. They were
significantly bigger than him, especially the second man, who frequently
slapped him on the shoulder.","""you will get the chance to see for yourself how true all this is,"" said franz and both men then walked up to k. they were significantly bigger than him, especially the second man, who frequently slapped him on the shoulder.",225,0.5859,0.09,0.9994751214981079,2,-0.9842783808708191
41,"The two of them felt K.'s nightshirt, and
said he would now have to wear one that was of much lower quality, but
that they would keep the nightshirt along with his other underclothes
and return them to him if his case turned out well.","the two of them felt k.'s nightshirt, and said he would now have to wear one that was of much lower quality, but that they would keep the nightshirt along with his other underclothes and return them to him if his case turned out well.",237,0.2617,0.037500000000000006,-0.9976633787155151,2,-0.9964677095413208
42,"""It's better for you
if you give us the things than if you leave them in the storeroom,"" they
said.","""it is better for you if you give us the things than if you leave them in the storeroom,"" they said.",101,0.4019,0.5,-0.9982238411903381,3,-0.9814083576202393
43,"""Things have a tendency to go missing in the storeroom, and after
a certain amount of time they sell things off, whether the case involved
has come to an end or not.","things have a tendency to go missing in the storeroom, and after a certain amount of time they sell things off, whether the case involved has come to an end or not.",167,-0.0258,0.007142857142857131,-0.9997470378875732,2,-0.9961757063865662
44,"And cases like this can last a long time,
especially the ones that have been coming up lately.","and cases like this can last a long time, especially the ones that have been coming up lately.",95,0.3612,-0.0875,-0.9948145747184753,5,-0.9918584823608398
45,"They'd give you the
money they got for them, but it wouldn't be very much as it's not what
they're offered for them when they sell them that counts, it's how much
they get slipped on the side, and things like that lose their value
anyway when they get passed on from hand to hand, year after year.""","they would give you the money they got for them, but it would not be very much as it is not what they are offered for them when they sell them that counts, it is how much they get slipped on the side, and things like that lose their value anyway when they get passed on from hand to hand, year after year.",302,0.9081,0.23,-0.9997473955154419,2,-0.9989048838615417
46,"K.
paid hardly any attention to what they were saying, he did not place
much value on what he may have still possessed or on who decided what
happened to them.","k. paid hardly any attention to what they were saying, he did not place much value on what he may have still possessed or on who decided what happened to them.",162,-0.2584,-0.04583333333333334,-0.9997559189796448,2,-0.9994332790374756
47,"It was much more important to him to get a clear
understanding of his position, but he could not think clearly while
these people were here, the second policeman's belly--and they could
only be policemen--looked friendly enough, sticking out towards him, but
when K. looked up and saw his dry, bony face it did not seem to fit
with the body.","it was much more important to him to get a clear understanding of his position, but he could not think clearly while these people were here, the second policeman's belly--and they could only be policemen--looked friendly enough, sticking out towards him, but when k. looked up and saw his dry, bony face it did not seem to fit with the body.",346,0.2719,0.18083333333333335,-0.9996548295021057,2,-0.9990836977958679
48,"His strong nose twisted to one side as if ignoring K. and
sharing an understanding with the other policeman.",his strong nose twisted to one side as if ignoring k. and sharing an understanding with the other policeman.,109,0.5267,-0.0638888888888889,-0.9984479546546936,2,0.9938475489616394
49,"What sort of people
were these?",what sort of people were these?,32,0.0,0.0,-0.9963474869728088,1,-0.9990387558937073
50,What were they talking about?,what were they talking about?,29,0.0,0.0,-0.991542637348175,1,-0.9994568228721619
51,"What office did they belong
to?",what office did they belong to?,32,0.0,0.0,-0.9940977692604065,1,-0.9966513514518738
52,"K. was living in a free country, after all, everywhere was at peace,
all laws were decent and were upheld, who was it who dared accost him in
his own home.","k. was living in a free country, after all, everywhere was at peace, all laws were decent and were upheld, who was it who dared accost him in his own home.",157,0.7783,0.38888888888888884,0.9411612749099731,1,-0.9095516204833984
53,"He was always inclined to take life as lightly as he
could, to cross bridges when he came to them, pay no heed for the
future, even when everything seemed under threat.","he was always inclined to take life as lightly as he could, to cross bridges when he came to them, pay no heed for the future, even when everything seemed under threat.",170,-0.7184,0.13333333333333333,0.9860116243362427,5,0.9954215884208679
54,"But here that did not
seem the right thing to do.",but here that did not seem the right thing to do.,50,0.0,0.2857142857142857,-0.9998046159744263,3,-0.9950496554374695
55,"He could have taken it all as a joke, a big
joke set up by his colleagues at the bank for some unknown reason, or
also perhaps because today was his thirtieth birthday, it was all
possible of course, maybe all he had to do was laugh in the policemen's
face in some way and they would laugh with him, maybe they were
tradesmen from the corner of the street, they looked like they might
be--but he was nonetheless determined, ever since he first caught sight
of the one called Franz, not to lose any slight advantage he might have
had over these people.","he could have taken it all as a joke, a big joke set up by his colleagues at the bank for some unknown reason, or also perhaps because today was his thirtieth birthday, it was all possible of course, maybe all he had to do was laugh in the policemen's face in some way and they would laugh with him, maybe they were tradesmen from the corner of the street, they looked like they might be--but he was nonetheless determined, ever since he first caught sight of the one called franz, not to lose any slight advantage he might have had over these people.",559,0.955,0.08333333333333334,0.9741193652153015,3,0.9904799461364746
56,"There was a very slight risk that people would
later say he couldn't understand a joke, but--although he wasn't
normally in the habit of learning from experience--he might also have
had a few unimportant occasions in mind when, unlike his more cautious
friends, he had acted with no thought at all for what might follow and
had been made to suffer for it.","there was a very slight risk that people would later say he could not understand a joke, but--although he was not normally in the habit of learning from experience--he might also have had a few unimportant occasions in mind when, unlike his more cautious friends, he had acted with no thought at all for what might follow and had been made to suffer for it.",360,-0.8068,-0.06527777777777778,-0.9974456429481506,3,-0.9916642904281616
57,"He didn't want that to happen again, not
this time at least; if they were play-acting he would act along with
them.","he did not want that to happen again, not this time at least; if they were play-acting he would act along with them.",117,-0.0572,-0.3,-0.9954533576965332,3,-0.9988257884979248
58,He still had time.,he still had time.,18,0.0,0.0,-0.9769465923309326,3,0.9950203895568848
59,"""Allow me,"" he said, and hurried between the two
policemen through into his room.","""allow me,"" he said, and hurried between the two policemen through into his room.",82,0.2263,0.0,-0.983900785446167,1,0.9965866804122925
60,"""He seems sensible enough,"" he heard
them say behind him.","""he seems sensible enough,"" he heard them say behind him.",58,0.0,-0.2,0.9942359924316406,3,0.9953083395957947
61,"Once in his room, he quickly pulled open the drawer
of his writing desk, everything in it was very tidy but in his
agitation he was unable to find the identification documents he was
looking for straight away.","once in his room, he quickly pulled open the drawer of his writing desk, everything in it was very tidy but in his agitation he was unable to find the identification documents he was looking for straight away.",212,-0.0387,0.16266666666666665,-0.999466061592102,2,-0.9852398633956909
62,"He finally found his bicycle permit and was
about to go back to the policemen with it when it seemed to him too
petty, so he carried on searching until he found his birth certificate.","he finally found his bicycle permit and was about to go back to the policemen with it when it seemed to him too petty, so he carried on searching until he found his birth certificate.",185,-0.2023,0.0,-0.9990347027778625,4,-0.9936074614524841
63,"Just as he got back in the adjoining room the door on the other side
opened and Mrs. Grubach was about to enter.",just as he got back in the adjoining room the door on the other side opened and mrs. grubach was about to enter.,113,0.0,-0.0625,0.9955527782440186,1,-0.9914222359657288
64,"He only saw her for an
instant, for as soon as she recognised K. she was clearly embarrassed,
asked for forgiveness and disappeared, closing the door behind her very
carefully.","he only saw her for an instant, for as soon as she recognised k. she was clearly embarrassed, asked for forgiveness and disappeared, closing the door behind her very carefully.",179,0.2944,-0.086,-0.9968017339706421,1,0.9793886542320251
65,"""Do come in,"" K. could have said just then.","""do come in,"" k. could have said just then.",43,0.0,0.0,-0.6860079765319824,2,0.9784327149391174
66,"But now he stood
in the middle of the room with his papers in his hand and still looking
at the door which did not open again.",but now he stood in the middle of the room with his papers in his hand and still looking at the door which did not open again.,128,0.6486,0.0,-0.99725341796875,3,-0.9994916319847107
67,"He stayed like that until he was
startled out of it by the shout of the policeman who sat at the little
table at the open window and, as K. now saw, was eating his breakfast.","he stayed like that until he was startled out of it by the shout of the policeman who sat at the little table at the open window and, as k. now saw, was eating his breakfast.",176,0.2023,-0.09375,0.955442488193512,2,-0.9885799288749695
68,"""Why didn't she come in?""","""why did not she come in?""",25,0.0,0.0,-0.9944329261779785,1,-0.9994429349899292
69,he asked.,he asked.,9,0.0,0.0,0.837846577167511,2,0.9816113710403442
70,"""She's not allowed to,"" said the
big policeman.","""she is not allowed to,"" said the big policeman.",48,0.0,0.0,-0.9959095120429993,1,-0.9993139505386353
71,"""You're under arrest, aren't you?""","""you are under arrest, are not you?""",34,-0.34,-0.05,-0.9913508296012878,1,-0.9985767006874084
72,"""But how can I be
under arrest?",but how can i be under arrest?,32,-0.4767,-0.05,-0.9950594902038574,1,-0.9963797926902771
73,"And how come it's like this?""",and how come it is like this?,29,0.3612,0.0,-0.984420657157898,5,-0.9994280338287354
74,"""Now you're starting again,""
said the policeman, dipping a piece of buttered bread in the honeypot.","""now you are starting again,"" said the policeman, dipping a piece of buttered bread in the honeypot.",100,0.0,0.0,0.9748595952987671,1,-0.9989242553710938
75,"""We don't answer questions like that.""","""we do not answer questions like that.""",38,-0.2755,0.0,-0.9985795021057129,1,-0.9993539452552795
76,"""You will have to answer them,""
said K. ""Here are my identification papers, now show me yours and I
certainly want to see the arrest warrant.""","""you will have to answer them,"" said k. ""here are my identification papers, now show me yours and i certainly want to see the arrest warrant.""",144,0.0772,0.08214285714285713,0.7309401035308838,1,-0.9966400265693665
77,"""Oh, my God!""","""oh, my god!""",13,0.3382,0.0,0.9713183641433716,5,-0.9962401390075684
78,"said the
policeman.",said the policeman.,20,0.0,0.0,0.9364392757415771,1,-0.9877341389656067
79,"""In a position like yours, and you think you can start giving
orders, do you.","in a position like yours, and you think you can start giving orders, do you.",78,0.5994,0.0,0.9965792894363403,5,-0.9953334927558899
80,"It won't do you any good to get us on the wrong side,
even if you think it will--we're probably more on your side that anyone
else you know!""","it will not do you any good to get us on the wrong side, even if you think it will--we are probably more on your side that anyone else you know!",143,-0.126,0.27499999999999997,-0.9997916221618652,1,-0.9976933002471924
81,"""That's true, you know, you'd better believe it,"" said
Franz, holding a cup of coffee in his hand which he did not lift to his
mouth but looked at K. in a way that was probably meant to be full of
meaning but could not actually be understood.","""that is true, you know, you would better believe it,"" said franz, holding a cup of coffee in his hand which he did not lift to his mouth but looked at k. in a way that was probably meant to be full of meaning but could not actually be understood.",245,0.6059,0.3,-0.7092804312705994,2,-0.9990813732147217
82,"K. found himself, without
intending it, in a mute dialogue with Franz, but then slapped his hand
down on his papers and said, ""Here are my identity documents.""","k. found himself, without intending it, in a mute dialogue with franz, but then slapped his hand down on his papers and said, ""here are my identity documents.""",161,0.6486,-0.15555555555555559,-0.9989556670188904,1,-0.998932957649231
83,"""And what
do you want us to do about it?""","""and what do you want us to do about it?""",42,0.0772,0.0,-0.9715992212295532,3,-0.9994162321090698
84,"replied the big policeman, loudly.","replied the big policeman, loudly.",34,0.0,0.05,-0.8333919048309326,1,0.9900132417678833
85,"""The
way you're carrying on, it's worse than a child.","the way you are carrying on, it is worse than a child.",54,-0.4767,-0.4,-0.9993574023246765,5,-0.9994924068450928
86,What is it you want?,what is it you want?,20,0.0772,0.0,0.6588680148124695,5,0.9897459745407104
87,"Do
you want to get this great, bloody trial of yours over with quickly by
talking about ID and arrest warrants with us?","do you want to get this great, bloody trial of yours over with quickly by talking about id and arrest warrants with us?",121,0.2204,0.07083333333333333,-0.9949274659156799,5,-0.987180769443512
88,"We're just coppers, that's
all we are.","we are just coppers, that is all we are.",39,0.0,0.0,0.7389330267906189,1,-0.998225212097168
89,"Junior officers like us hardly know one end of an ID card
from another, all we've got to do with you is keep an eye on you for
ten hours a day and get paid for it.","junior officers like us hardly know one end of an id card from another, all we have got to do with you is keep an eye on you for ten hours a day and get paid for it.",165,0.3612,-0.14583333333333334,-0.989055871963501,5,-0.9993115067481995
90,That's all we are.,that is all we are.,18,0.0,0.0,0.9993652701377869,5,-0.9854259490966797
91,"Mind you, what
we can do is make sure that the high officials we work for find out
just what sort of person it is they're going to arrest, and why he
should be arrested, before they issue the warrant.","mind you, what we can do is make sure that the high officials we work for find out just what sort of person it is they are going to arrest, and why he should be arrested, before they issue the warrant.",203,-0.4939,0.20333333333333334,-0.9662925004959106,3,-0.9988946914672852
92,"There's no mistake
there.",there is no mistake there.,26,0.2584,0.0,0.9989694356918335,5,0.9893686771392822
93,"Our authorities as far as I know, and I only know the lowest
grades, don't go out looking for guilt among the public; it's the guilt
that draws them out, like it says in the law, and they have to send us
police officers out.","our authorities as far as i know, and i only know the lowest grades, do not go out looking for guilt among the public; it is the guilt that draws them out, like it says in the law, and they have to send us police officers out.",227,-0.5106,0.03333333333333333,0.9870103001594543,5,-0.9980971813201904
94,That's the law.,that is the law.,15,0.0,0.0,0.9786754250526428,1,0.9867733716964722
95,"Where d'you think there'd be any
mistake there?""",where d'you think there would be any mistake there?,49,-0.34,0.0,-0.9930960536003113,1,-0.9893209338188171
96,"""I don't know this law,"" said K. ""So much the worse for
you, then,"" said the policeman.","""i do not know this law,"" said k. ""so much the worse for you, then,"" said the policeman.",88,-0.4767,-0.1,-0.9988253712654114,1,-0.998883843421936
97,"""It's probably exists only in your
heads,"" said K., he wanted, in some way, to insinuate his way into the
thoughts of the policemen, to re-shape those thoughts to his benefit or
to make himself at home there.","""it is probably exists only in your heads,"" said k., he wanted, in some way, to insinuate his way into the thoughts of the policemen, to re-shape those thoughts to his benefit or to make himself at home there.",211,0.4588,0.0,-0.930727481842041,2,0.9915919303894043
98,"But the policeman just said dismissively,
""You'll find out when it affects you.""","but the policeman just said dismissively, ""you will find out when it affects you.""",81,0.0,0.0,-0.98741215467453,3,-0.9994593858718872
99,"Franz joined in, and said, ""Look
at this, Willem, he admits he doesn't know the law and at the same time
insists he's innocent.""","franz joined in, and said, ""look at this, willem, he admits he does not know the law and at the same time insists he is innocent.""",130,0.5574,0.25,0.876259982585907,1,-0.9977283477783203
100,"""You're quite right, but we can't get him to
understand a thing,"" said the other.","""you are quite right, but we cannot get him to understand a thing,"" said the other.",82,0.0,0.08035714285714285,-0.9942692518234253,3,-0.9993813037872314
101,"K. stopped talking with them; do I,
he thought to himself, do I really have to carry on getting tangled up
with the chattering of base functionaries like this?--and they admit
themselves that they are of the lowest position.","k. stopped talking with them; do i, he thought to himself, do i really have to carry on getting tangled up with the chattering of base functionaries like this?--and they admit themselves that they are of the lowest position.",227,-0.0516,-0.30000000000000004,-0.999500036239624,2,-0.9994659423828125
102,"They're talking about
things of which they don't have the slightest understanding, anyway.","they are talking about things of which they do not have the slightest understanding, anyway.",91,0.0,0.0,-0.9688863754272461,3,-0.999495804309845
103,"It's only because of their stupidity that they're able to be so sure of
themselves.",it is only because of their stupidity that they are able to be so sure of themselves.,84,0.0236,0.1,-0.9920660853385925,4,-0.9658980369567871
104,"I just need few words with someone of the same social
standing as myself and everything will be incomparably clearer, much
clearer than a long conversation with these two can make it.","i just need few words with someone of the same social standing as myself and everything will be incomparably clearer, much clearer than a long conversation with these two can make it.",185,0.0,0.0638888888888889,-0.8310732841491699,5,0.9895746111869812
105,"He walked
up and down the free space in the room a couple of times, across the
street he could see the old woman who, now, had pulled an old man, much
older than herself, up to the window and had her arms around him.","he walked up and down the free space in the room a couple of times, across the street he could see the old woman who, now, had pulled an old man, much older than herself, up to the window and had her arms around him.",219,0.5106,0.1222222222222222,0.9942500591278076,4,-0.9937130212783813
106,"K. had
to put an end to this display, ""Take me to your superior,"" he said.","k. had to put an end to this display, ""take me to your superior,"" he said.",75,0.5423,0.7,-0.7300581336021423,1,-0.9988430738449097
107,"""As
soon as he wants to see you.",as soon as he wants to see you.,33,0.0,0.2,0.9989873170852661,5,0.9974730014801025
108,"Not before,"" said the policeman, the one
called Willem.","not before,"" said the policeman, the one called willem.",56,0.0,0.0,0.988349974155426,1,-0.9852980971336365
109,"""And now my advice to you,"" he added, ""is to go into your
room, stay calm, and wait and see what's to be done with you.","and now my advice to you,"" he added, ""is to go into your room, stay calm, and wait and see what is to be done with you.",120,0.3182,0.30000000000000004,0.6075422763824463,5,-0.9865857362747192
110,"If you
take our advice, you won't tire yourself out thinking about things to no
purpose, you need to pull yourself together as there's a lot that's
going to required of you.","if you take our advice, you will not tire yourself out thinking about things to no purpose, you need to pull yourself together as there is a lot that is going to required of you.",176,-0.296,0.0,0.9453948140144348,2,0.987535297870636
111,"You've not behaved towards us the way we
deserve after being so good to you, you forget that we, whatever we are,
we're still free men and you're not, and that's quite an advantage.","you have not behaved towards us the way we deserve after being so good to you, you forget that we, whatever we are, we are still free men and you are not, and that is quite an advantage.",183,0.8136,0.55,0.9969053864479065,5,-0.9986909627914429
112,"But
in spite of all that we're still willing, if you've got the money, to go
and get you some breakfast from the café over the road.""","but in spite of all that we are still willing, if you have got the money, to go and get you some breakfast from the cafe over the road.",135,-0.6808,0.25,0.9122387766838074,3,-0.996996283531189
113,"Without giving any answer to this offer, K. stood still for some time.","without giving any answer to this offer, k. stood still for some time.",70,-0.2584,0.0,-0.9988383054733276,2,-0.9994674324989319
114,"Perhaps, if he opened the door of the next room or even the front door,
the two of them would not dare to stand in his way, perhaps that would
be the simplest way to settle the whole thing, by bringing it to a head.","perhaps, if he opened the door of the next room or even the front door, the two of them would not dare to stand in his way, perhaps that would be the simplest way to settle the whole thing, by bringing it to a head.",217,0.0,0.1,-0.9922749400138855,3,-0.9894647002220154
115,"But maybe they would grab him, and if he were thrown down on the ground
he would lose all the advantage he, in a certain respect, had over them.","but maybe they would grab him, and if he were thrown down on the ground he would lose all the advantage he, in a certain respect, had over them.",145,0.6956,0.029365079365079344,-0.9957858324050903,3,-0.9962116479873657
116,"So he decided on the more certain solution, the way things would go in
the natural course of events, and went back in his room without another
word either from him or from the policemen.","so he decided on the more certain solution, the way things would go in the natural course of events, and went back in his room without another word either from him or from the policemen.",188,0.7559,0.20357142857142857,-0.9985886812210083,3,0.9915546774864197
117,"He threw himself down on his bed, and from the dressing table he took
the nice apple that he had put there the previous evening for his
breakfast.","he threw himself down on his bed, and from the dressing table he took the nice apple that he had put there the previous evening for his breakfast.",148,0.4215,0.0925925925925926,-0.9701352715492249,1,-0.9963448643684387
118,"Now it was all the breakfast he had and anyway, as he
confirmed as soon as he took his first, big bite of it, it was far
better than a breakfast he could have had through the good will of the
policemen from the dirty café.","now it was all the breakfast he had and anyway, as he confirmed as soon as he took his first, big bite of it, it was far better than a breakfast he could have had through the good will of the policemen from the dirty cafe.",225,0.4404,0.19285714285714287,0.9987331628799438,5,0.9987747073173523
119,"He felt well and confident, he had failed
to go into work at the bank this morning but that could easily be
excused because of the relatively high position he held there.","he felt well and confident, he had failed to go into work at the bank this morning but that could easily be excused because of the relatively high position he held there.",172,0.5574,0.14833333333333334,0.9432235360145569,4,0.9984906911849976
120,"Should he
really send in his explanation?",should he really send in his explanation?,42,0.0,0.2,-0.9994728565216064,1,-0.9994178414344788
121,He wondered about it.,he wondered about it.,21,0.0,0.0,0.9938323497772217,3,0.9932584166526794
122,"If nobody believed
him, and in this case that would be understandable, he could bring Mrs.
Grubach in as a witness, or even the old pair from across the street,
who probably even now were on their way over to the window opposite.","if nobody believed him, and in this case that would be understandable, he could bring mrs. grubach in as a witness, or even the old pair from across the street, who probably even now were on their way over to the window opposite.",232,0.0,0.05,-0.9942635893821716,3,-0.995483934879303
123,"It
puzzled K., at least it puzzled him looking at it from the policemen's
point of view, that they had made him go into the room and left him
alone there, where he had ten different ways of killing himself.","it puzzled k., at least it puzzled him looking at it from the policemen's point of view, that they had made him go into the room and left him alone there, where he had ten different ways of killing himself.",209,-0.8316,-0.075,-0.9954518675804138,3,-0.9962361454963684
